Song Title,Streams,Daily,Date
Break Free,1223253602,607756,2026-05-12
34+35,1177936335,312299,2026-05-12
"break up with your girlfriend, i'm bored",1132914214,232803,2026-05-12
Problem,1124417841,444685,2026-05-12
boyfriend (with Social House),1077846088,404518,2026-05-12
Everyday,767155128,397004,2026-05-12
"yes, and?",749202156,320426,2026-05-12
pov,718410601,234637,2026-05-12
breathin,718328000,142084,2026-05-12
the boy is mine,652792364,339502,2026-05-12
bloodline,643758102,402388,2026-05-12
motive (with Doja Cat),616932056,164292,2026-05-12
intro (end of the world),604306129,259529,2026-05-12
needy,595688112,552374,2026-05-12
The Way,591721441,246421,2026-05-12
Let Me Love You,557770334,300796,2026-05-12
imagine,475113741,93192,2026-05-12
* Good as Hell (feat. Ariana Grande) - Remix,471530569,40553,2026-05-12
everytime,453799648,199915,2026-05-12
* My Favorite Part,447258907,130054,2026-05-12
supernatural,445195385,408255,2026-05-12
Donât Call Me Angel (Charlieâs Angels) (with Miley Cyrus & Lana Del Rey),424382221,58616,2026-05-12
Almost Is Never Enough,385653276,148649,2026-05-12
Focus,359640494,78069,2026-05-12
Greedy,354543039,138639,2026-05-12
NASA,349477270,58452,2026-05-12
* Dance To This (feat. Ariana Grande),334632433,57556,2026-05-12
ghostin,333906406,140592,2026-05-12
bad idea,332991794,84156,2026-05-12
Be Alright,331035030,64027,2026-05-12
Last Christmas,326871830,10913,2026-05-12
* Bed (feat. Ariana Grande),325633249,42663,2026-05-12
bye,322878711,342188,2026-05-12
in my head,322330561,94041,2026-05-12
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",312716362,51397,2026-05-12
goodnight n go,305909720,103380,2026-05-12
sweetener,301141071,93730,2026-05-12
eternal sunshine,296853461,195712,2026-05-12
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",293567593,53839,2026-05-12
"* Santa, Canât You Hear Me",289018188,6503,2026-05-12
twilight zone,283816251,311001,2026-05-12
* Quit,275846674,37820,2026-05-12
Best Mistake,273125584,100293,2026-05-12
just like magic,264846368,91708,2026-05-12
Moonlight,262172206,84845,2026-05-12
safety net (feat. Ty Dolla $ign),260988690,123322,2026-05-12
fake smile,249598758,41385,2026-05-12
Santa Baby,246488097,2306,2026-05-12
Daydreamin',238876959,76352,2026-05-12
* I Don't Do Drugs (feat. Ariana Grande),238608994,58276,2026-05-12
nasty,237056670,105965,2026-05-12
Honeymoon Avenue,232249322,104387,2026-05-12
R.E.M,229512550,69236,2026-05-12
My Everything,224151345,72145,2026-05-12
* Defying Gravity,213293181,92735,2026-05-12
Touch It,211985745,104461,2026-05-12
MONOPOLY (with Victoria MonÃ©t),204576693,27085,2026-05-12
don't wanna break up again,203588507,118919,2026-05-12
off the table (with The Weeknd),202206304,67636,2026-05-12
Just A Little Bit Of Your Heart,200666039,30141,2026-05-12
successful,192077889,52291,2026-05-12
better off,183538959,66298,2026-05-12
Thinking Bout You,179163546,67735,2026-05-12
Tattooed Heart,177031049,71740,2026-05-12
i wish i hated you,176822836,121654,2026-05-12
make up,176451109,36141,2026-05-12
Baby I,172955214,53039,2026-05-12
Popular,165641169,67905,2026-05-12
the light is coming (feat. Nicki Minaj),164381055,22969,2026-05-12
What Is This Feeling?,162312202,58231,2026-05-12
true story,157274620,92575,2026-05-12
imperfect for you,156370032,99307,2026-05-12
* Popular Song,153660018,30086,2026-05-12
* Met Him Last Night,150274351,33168,2026-05-12
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",147765946,9710,2026-05-12
my hair,146728039,53597,2026-05-12
raindrops (an angel cried),145335406,24062,2026-05-12
Be My Baby,145180019,75729,2026-05-12
obvious,143769946,48831,2026-05-12
pete davidson,139142140,23014,2026-05-12
Right There,137542401,49544,2026-05-12
Winter Things,137164844,5104,2026-05-12
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),135499952,3157,2026-05-12
Why Try,134617859,36793,2026-05-12
get well soon,133575715,33293,2026-05-12
shut up,133157805,40864,2026-05-12
west side,127211351,58149,2026-05-12
Leave Me Lonely,126480168,36277,2026-05-12
test drive,122569723,31599,2026-05-12
Bad Decisions,120952960,34505,2026-05-12
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",119710961,24480,2026-05-12
dandelion,117602549,118699,2026-05-12
Sometimes,116779866,44169,2026-05-12
six thirty,115633229,37277,2026-05-12
Knew Better / Forever Boy,115422237,38683,2026-05-12
love language,114496369,41247,2026-05-12
They Don't Know,113218914,15814,2026-05-12
intro (end of the world) - extended,110853943,141063,2026-05-12
Hampstead,105491842,165584,2026-05-12
* Sympathy is a knife featuring ariana grande,103372340,42511,2026-05-12
ordinary things (feat. Nonna),102739148,60882,2026-05-12
December,100152282,8809,2026-05-12
* Get On Your Knees,100056978,11918,2026-05-12
* Dancing Through Life,97083819,38078,2026-05-12
warm,96803395,108718,2026-05-12
Break Your Heart Right Back,95742936,18804,2026-05-12
Saturn Returns Interlude,91682224,44713,2026-05-12
borderline (feat. Missy Elliott),90060857,25387,2026-05-12
* No One Mourns the Wicked,89504700,30048,2026-05-12
past life,87168040,158433,2026-05-12
Just Look Up (From Donât Look Up),85867558,7939,2026-05-12
* All My Love (Remix),84424449,12342,2026-05-12
Snow In California,80527747,2064,2026-05-12
Piano,79670851,14945,2026-05-12
Only 1,75872122,27013,2026-05-12
Bad To You (with Normani & Nicki Minaj),74006577,5417,2026-05-12
* Adore,73247676,20358,2026-05-12
worst behavior,72844564,32226,2026-05-12
blazed (feat. Pharrell Williams),72708283,13760,2026-05-12
I Don't Care,69096099,18073,2026-05-12
Into You - 3LAU Remix,68696567,10516,2026-05-12
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),65713875,21975,2026-05-12
supernatural (with Troye Sivan) - remix,65275544,27719,2026-05-12
* Rule The World,64862296,14552,2026-05-12
Hands On Me,64774841,22854,2026-05-12
You Don't Know Me,62100414,15011,2026-05-12
Youâll Never Know,60263626,17195,2026-05-12
Step On Up,56104035,30121,2026-05-12
main thing,51611948,25566,2026-05-12
True Love,50899761,2891,2026-05-12
we can't be friends (wait for your love) â string version,49831519,64161,2026-05-12
Wit It This Christmas,48823899,1785,2026-05-12
* One Short Day,48796478,14428,2026-05-12
Lovin' It,45178864,12678,2026-05-12
Intro,42604622,14685,2026-05-12
How I Look On You,41531608,10739,2026-05-12
* For Good,41284989,66905,2026-05-12
Not Just On Christmas,40994762,2017,2026-05-12
* All My Love,39715830,10050,2026-05-12
* Research,39065118,11551,2026-05-12
Jason's Song (Gave It Away),38410355,15773,2026-05-12
Better Left Unsaid,37440610,11078,2026-05-12
"yes, and? (with Mariah Carey) - Remix",36711480,8529,2026-05-12
"the boy is mine (with Brandy, Monica) - Remix",35996536,13672,2026-05-12
* Dear Old Shiz,35816405,8085,2026-05-12
* Rain On Me - Purple Disco Machine Remix - Edit,34390765,5810,2026-05-12
Love Is Everything,33427386,1274,2026-05-12
"Zero To Hero - From ""Hercules""",32660447,3723,2026-05-12
Intro,31972877,1424,2026-05-12
someone like u - interlude,31830306,13281,2026-05-12
"* E piÃ¹ ti penso - From ""Once Upon A Time In America""",31634982,3298,2026-05-12
Put Your Hearts Up,30909340,4918,2026-05-12
7 rings (feat. 2 Chainz) - Remix,29171109,4221,2026-05-12
* Bang Bang - 3LAU Remix,24650531,2275,2026-05-12
* Defying Gravity - Edit,23493215,13967,2026-05-12
* It Was Aâ¦ (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21546268,814,2026-05-12
god is a woman - live,21366116,7599,2026-05-12
Into You - Alex Ghenea Remix,20192904,5554,2026-05-12
Somewhere Over The Rainbow - Live From Manchester,19635802,2903,2026-05-12
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),19119723,6566,2026-05-12
The Girl in the Bubble,18993331,16409,2026-05-12
Got Her Own (with Victoria MonÃ©t),18787398,3060,2026-05-12
Thank Goodness / I Couldnât Be Happier,17666737,20753,2026-05-12
Side To Side - Slushii Remix,16952738,1524,2026-05-12
imperfect for you - acoustic,16300534,6584,2026-05-12
breathin - live,16208786,6974,2026-05-12
we can't be friends (wait for your love) - acoustic (live from jungle city studios),16166977,9017,2026-05-12
The Way - Live from London (feat. Mac Miller),16166186,7975,2026-05-12
"* Mama, I'm a Big Girl Now",16128421,2592,2026-05-12
bad idea - live,15295671,5076,2026-05-12
7 rings - live,15249790,4843,2026-05-12
* Wonderful,15192450,21736,2026-05-12
Honeymoon Avenue - Live from London,14470089,7353,2026-05-12
"* Santa, Canât You Hear Me - Live",13998400,1600,2026-05-12
"break up with your girlfriend, i'm bored - live",13995585,4315,2026-05-12
everytime - live,13725096,7371,2026-05-12
tattooed heart - live,12981983,5002,2026-05-12
One Last Time (Attends-Moi),12831743,5650,2026-05-12
* Every Day More Wicked,12616482,13258,2026-05-12
needy - live,12570306,5214,2026-05-12
* For Good - Live from the Gershwin Theatre,12208546,11880,2026-05-12
be alright - live,12199388,3625,2026-05-12
side to side - live,12187836,3949,2026-05-12
raindrops (an angel cried) - live,12162286,3038,2026-05-12
dangerous woman - live,12160932,5959,2026-05-12
no tears left to cry - live,11780767,4621,2026-05-12
r.e.m - live,11495381,3531,2026-05-12
goodnight n go - live,11253328,5169,2026-05-12
sweetener - live,11217710,3682,2026-05-12
Tattooed Heart - Live from London,10993513,8454,2026-05-12
* A Hand For Mrs. Claus,10893784,442,2026-05-12
* You Can't Stop the Beat,10749841,1277,2026-05-12
* You Don't Own Me (Feat. Ariana Grande),10700032,3006,2026-05-12
* Met Him Last Night - Dave AudÃ© Remix,10601204,1470,2026-05-12
supernatural - live version,10518328,7548,2026-05-12
love me harder - live,10461555,3427,2026-05-12
Nobody (with Chaka Khan),10196710,1494,2026-05-12
nasa - live,10132997,2917,2026-05-12
break free - live,10087256,4311,2026-05-12
into you - live,9982161,4475,2026-05-12
successful - live,9841644,3185,2026-05-12
Problem - Dawin Remix,9836330,1393,2026-05-12
true story - a cappella,9834431,2657,2026-05-12
fake smile - live,9633197,3056,2026-05-12
Iâm Not That Girl (Reprise),9370210,8966,2026-05-12
right there - live,9043210,2914,2026-05-12
only 1 - live,9033346,3306,2026-05-12
Almost Is Never Enough - Soundtrack Version,8972383,886,2026-05-12
break your heart right back - live,8738797,2697,2026-05-12
you'll never know - live,8701918,2707,2026-05-12
make up - live,8640000,2929,2026-05-12
"thank u, next - live",8594343,2897,2026-05-12
Daydreamin' - Live from London,8536860,4618,2026-05-12
intro (end of the world) - live version,8434282,5170,2026-05-12
we canât be friends (wait for your love) - live version,8148091,5549,2026-05-12
Baby I - Live from London,7906700,4650,2026-05-12
"yes, and? - extended mix",7630665,4328,2026-05-12
eternal sunshine - live version,7555823,6359,2026-05-12
my heart belongs to daddy - live,7549552,2335,2026-05-12
the light is coming - live,7412560,2382,2026-05-12
get well soon - live,7395408,2778,2026-05-12
in my head interlude - live,7243629,2461,2026-05-12
* The Wizard And I - Live,7191803,1811,2026-05-12
donât wanna break up again - live version,6692589,4806,2026-05-12
* Bang Bang - Dada Life Remix,6449052,212,2026-05-12
Right There - Live from London (feat. Big Sean),6308836,3420,2026-05-12
* Rain On Me (with Ariana Grande) - Arca Remix,5956769,835,2026-05-12
Popular - Edit,5841738,2221,2026-05-12
Come So Far (Got So Far to Go),5645427,482,2026-05-12
Too Close,5243286,6273,2026-05-12
imperfect for you - live version,5237037,4514,2026-05-12
* Without Love,5142774,652,2026-05-12
One Last Time,4935085,2329,2026-05-12
* Over And Over Again - Elephante Uptempo Radio Version,4928714,298,2026-05-12
Cadillac Song,4922802,4614,2026-05-12
Brand New You (feat. Brynn Williams & Caitlin Gann),4674166,488,2026-05-12
"yes, and? - live version",4593241,3370,2026-05-12
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,4413254,5703,2026-05-12
* I Don't Know Why (I Just Do),4101578,4187,2026-05-12
* Arturo Sandoval,4060993,1341,2026-05-12
Side To Side - Phantoms Remix,3922073,300,2026-05-12
"* Still Hurting - From ""The Last Five Years""",3765442,2638,2026-05-12
* Rain On Me - Purple Disco Machine Remix,3736398,705,2026-05-12
Thank Goodness - Live from the Dolby Theatre,3485368,3109,2026-05-12
"yes, and? - Felix Jaehn Remix",3361365,1897,2026-05-12
* Bang Bang - Imanos & Gramercy Remix,3287052,391,2026-05-12
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),3274181,4391,2026-05-12
A Little More Homework (feat. Graham Phillips) - Single Version,3025316,180,2026-05-12
* Hotel Rock Bottom (feat. Ariana Grande),2824916,1741,2026-05-12
"yes, and? - sped up",2612007,509,2026-05-12
Problem - Noodles & Devastator Remix,2603906,182,2026-05-12
the boy is mine - a cappella,2505739,1375,2026-05-12
* Bang Bang - Kat Krazy Remix,2480597,100,2026-05-12
* Rain On Me - Ralphi Rosario Remix - Edit,2208191,561,2026-05-12
"yes, and? - edit",2174119,830,2026-05-12
we can't be friends (wait for your love) - a cappella,2146289,2473,2026-05-12
"yes, and? - Jonas Blue Remix",2130742,2489,2026-05-12
"yes, and? - a cappella",2039757,958,2026-05-12
twilight zone - a cappella,1906024,1502,2026-05-12
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1903456,1008,2026-05-12
"the boy is mine (with Brandy, Monica) â Remix a cappella",1867221,453,2026-05-12
Problem - Kassiano Remix,1865789,64,2026-05-12
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1768883,1276,2026-05-12
Baby I,1680723,977,2026-05-12
Problem - A Cappella,1583854,878,2026-05-12
"yes, and? - instrumental",1556209,713,2026-05-12
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1554169,1435,2026-05-12
Hampstead - a cappella,1533912,2426,2026-05-12
* Bang Bang - Super Stylers Remix,1519249,128,2026-05-12
* Rain On Me - Ralphi Rosario Remix,1429380,241,2026-05-12
* For Good - Edit,1409813,5178,2026-05-12
past life - a cappella,1293331,8321,2026-05-12
supernatural - a cappella,1278068,1453,2026-05-12
eternal sunshine - a cappella,1115539,1472,2026-05-12
Break Free - Zedd's Extended Mix,1111487,2061,2026-05-12
pov - live from Vevo,1094557,3497,2026-05-12
twilight zone - instrumental,1058028,1796,2026-05-12
the boy is mine - instrumental,1045279,685,2026-05-12
safety net (feat. Ty Dolla $ign) - live from Vevo,1017854,4158,2026-05-12
my hair - live from Vevo,1008523,3768,2026-05-12
off the table (with The Weeknd) - live from Vevo,1000117,3554,2026-05-12
Popular - Live from the Dolby Theatre,984486,807,2026-05-12
warm - a cappella,943997,1008,2026-05-12
"yes, and? - extended mix instrumental",924803,259,2026-05-12
positions - live from Vevo,915765,3399,2026-05-12
we can't be friends (wait for your love) - instrumental,860216,1071,2026-05-12
dandelion - a cappella,852885,800,2026-05-12
bye - a cappella,842434,1133,2026-05-12
i wish i hated you - a cappella,839264,942,2026-05-12
"yes, and? - slowed",820400,254,2026-05-12
we can't be friends (wait for your love) â string version instrumental,800036,1132,2026-05-12
intro (end of the world) - extended a cappella,794734,1002,2026-05-12
intro (end of the world) - a cappella,780305,757,2026-05-12
34+35 - live from Vevo,778272,2705,2026-05-12
* All My Love - French Version,754271,94,2026-05-12
don't wanna break up again - a cappella,749993,1217,2026-05-12
supernatural - instrumental,698575,1109,2026-05-12
One Last Time - A Cappella,661971,1137,2026-05-12
"yes, and? - The Blessed Madonnaâs Godsquad Mix",623573,528,2026-05-12
intro (end of the world) - instrumental,591693,1871,2026-05-12
imperfect for you - a cappella,581052,835,2026-05-12
Love Me Harder - Alex Ghenea Remix,562593,85,2026-05-12
One Last Time - Gazzo Remix,537549,59,2026-05-12
Saturn Returns Interlude - instrumental,511719,702,2026-05-12
ordinary things (feat. Nonna) - a cappella,503347,462,2026-05-12
Saturn Returns Interlude - a cappella,483006,419,2026-05-12
intro (end of the world) - extended instrumental,457433,942,2026-05-12
eternal sunshine - instrumental,365411,827,2026-05-12
Love Me Harder - Instrumental,332466,983,2026-05-12
Love Me Harder - A Cappella,316247,620,2026-05-12
i wish i hated you - instrumental,302557,435,2026-05-12
dandelion - instrumental,295078,543,2026-05-12
Into You - Alex Ghenea Remix,284908,18,2026-05-12
Right There - 7th Heaven Radio Edit,282630,48,2026-05-12
bye - instrumental,274598,444,2026-05-12
Hampstead - instrumental,256203,527,2026-05-12
warm - instrumental,251020,495,2026-05-12
don't wanna break up again - instrumental,249437,400,2026-05-12
true story - instrumental,237034,1252,2026-05-12
past life - instrumental,234009,426,2026-05-12
* Bang Bang - A Cappella,227715,204,2026-05-12
Baby I - Cosmic Dawn Radio Edit,224358,44,2026-05-12
Break Free - A Cappella,217356,367,2026-05-12
ordinary things (feat. Nonna) - instrumental,212333,410,2026-05-12
imperfect for you - instrumental,191278,341,2026-05-12
* Bang Bang - Kat Krazy Extended Mix,177630,6,2026-05-12
* For Good - Sing-Along,163487,267,2026-05-12
One Last Time - Instrumental,139892,302,2026-05-12
Problem - Dave Aude Twerk Edit,134656,8,2026-05-12
Problem - Wayne G Radio Edit,128900,16,2026-05-12
Love Me Harder - Gregor Salto Amsterdam Mix,121018,5,2026-05-12
The Way - JdB Radio,119581,28,2026-05-12
intro (end of the world) - a cappella,117132,231,2026-05-12
* Bang Bang - iLL BLU Mix Radio Edit,113036,5,2026-05-12
* Bang Bang - 3LAU Extended Mix,111201,2,2026-05-12
Break Free - Instrumental,101351,150,2026-05-12
The Way - Sidney Samson Remix,100144,6,2026-05-12
7 rings,2814762701,909078,2026-05-13
"thank u, next",2229257986,731969,2026-05-13
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2212710884,1114872,2026-05-13
One Last Time,2084609484,939470,2026-05-13
Into You,1979568923,1138613,2026-05-13
we can't be friends (wait for your love),1947873785,1339906,2026-05-13
Side To Side,1882299729,822337,2026-05-13
positions,1734875288,488272,2026-05-13
* Bang Bang,1696175624,510751,2026-05-13
Dangerous Woman,1597866928,722931,2026-05-13
no tears left to cry,1573126640,416097,2026-05-13
Santa Tell Me,1516693678,49183,2026-05-13
Stuck with U (with Justin Bieber),1434443389,503694,2026-05-13
Love Me Harder,1399090518,1143805,2026-05-13
* Die For You (with Ariana Grande) - Remix,1304059975,494609,2026-05-13
God is a woman,1276476914,423211,2026-05-13
* Rain On Me (with Ariana Grande),1239458384,283142,2026-05-13
Break Free,1223874559,620957,2026-05-13
34+35,1178256802,320467,2026-05-13
"break up with your girlfriend, i'm bored",1133161703,247489,2026-05-13
Problem,1124882157,464316,2026-05-13
boyfriend (with Social House),1078250256,404168,2026-05-13
Everyday,767529644,374516,2026-05-13
"yes, and?",749533206,331050,2026-05-13
pov,718646253,235652,2026-05-13
breathin,718478487,150487,2026-05-13
the boy is mine,653135550,343186,2026-05-13
bloodline,644178970,420868,2026-05-13
motive (with Doja Cat),617105020,172964,2026-05-13
intro (end of the world),604566033,259904,2026-05-13
needy,596238935,550823,2026-05-13
The Way,591988054,266613,2026-05-13
Let Me Love You,558076163,305829,2026-05-13
imagine,475207873,94132,2026-05-13
* Good as Hell (feat. Ariana Grande) - Remix,471573142,42573,2026-05-13
everytime,454016267,216619,2026-05-13
* My Favorite Part,447392980,134073,2026-05-13
supernatural,445617402,422017,2026-05-13
Donât Call Me Angel (Charlieâs Angels) (with Miley Cyrus & Lana Del Rey),424503200,60284,2026-05-13
Almost Is Never Enough,385788784,135508,2026-05-13
Focus,359721897,81403,2026-05-13
Greedy,354684645,141606,2026-05-13
NASA,349542668,65398,2026-05-13
* Dance To This (feat. Ariana Grande),334632433,57556,2026-05-13
ghostin,334047778,141372,2026-05-13
bad idea,333081970,90176,2026-05-13
Be Alright,331104488,69458,2026-05-13
Last Christmas,326883447,11617,2026-05-13
* Bed (feat. Ariana Grande),325675627,42378,2026-05-13
bye,323219537,340826,2026-05-13
in my head,322427980,97419,2026-05-13
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",312774503,58141,2026-05-13
goodnight n go,306014672,104952,2026-05-13
sweetener,301242510,101439,2026-05-13
eternal sunshine,297058023,204562,2026-05-13
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",293624711,57118,2026-05-13
"* Santa, Canât You Hear Me",289026083,7895,2026-05-13
twilight zone,284145275,329024,2026-05-13
* Quit,275846674,37820,2026-05-13
Best Mistake,273229481,103897,2026-05-13
just like magic,264941087,94719,2026-05-13
Moonlight,262261119,88913,2026-05-13
safety net (feat. Ty Dolla $ign),261123714,135024,2026-05-13
fake smile,249644737,45979,2026-05-13
Santa Baby,246490555,2458,2026-05-13
Daydreamin',238952977,76018,2026-05-13
* I Don't Do Drugs (feat. Ariana Grande),238669945,60951,2026-05-13
nasty,237172288,115618,2026-05-13
Honeymoon Avenue,232350491,101169,2026-05-13
R.E.M,229585375,72825,2026-05-13
My Everything,224222705,71360,2026-05-13
* Defying Gravity,213392510,99329,2026-05-13
Touch It,212096733,110988,2026-05-13
MONOPOLY (with Victoria MonÃ©t),204608904,32211,2026-05-13
don't wanna break up again,203717665,129158,2026-05-13
off the table (with The Weeknd),202277528,71224,2026-05-13
Just A Little Bit Of Your Heart,200698136,32097,2026-05-13
successful,192133844,55955,2026-05-13
better off,183609763,70804,2026-05-13
Thinking Bout You,179237387,73841,2026-05-13
Tattooed Heart,177100229,69180,2026-05-13
i wish i hated you,176945802,122966,2026-05-13
make up,176490374,39265,2026-05-13
Baby I,173014232,59018,2026-05-13
Popular,165713200,72031,2026-05-13
the light is coming (feat. Nicki Minaj),164405486,24431,2026-05-13
What Is This Feeling?,162374258,62056,2026-05-13
true story,157369966,95346,2026-05-13
imperfect for you,156470894,100862,2026-05-13
* Popular Song,153692126,32108,2026-05-13
* Met Him Last Night,150304662,30311,2026-05-13
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",147776325,10379,2026-05-13
my hair,146783626,55587,2026-05-13
raindrops (an angel cried),145358928,23522,2026-05-13
Be My Baby,145262037,82018,2026-05-13
obvious,143823004,53058,2026-05-13
pete davidson,139168682,26542,2026-05-13
Right There,137593092,50691,2026-05-13
Winter Things,137170775,5931,2026-05-13
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),135503144,3192,2026-05-13
Why Try,134655549,37690,2026-05-13
get well soon,133611337,35622,2026-05-13
shut up,133199910,42105,2026-05-13
west side,127282540,71189,2026-05-13
Leave Me Lonely,126517154,36986,2026-05-13
test drive,122603480,33757,2026-05-13
Bad Decisions,120987568,34608,2026-05-13
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",119736728,25767,2026-05-13
dandelion,117722590,120041,2026-05-13
Sometimes,116830843,50977,2026-05-13
six thirty,115673016,39787,2026-05-13
Knew Better / Forever Boy,115463879,41642,2026-05-13
love language,114540138,43769,2026-05-13
They Don't Know,113251554,16549,2026-05-13
intro (end of the world) - extended,111001056,147113,2026-05-13
Hampstead,105661907,170065,2026-05-13
* Sympathy is a knife featuring ariana grande,103415573,43233,2026-05-13
ordinary things (feat. Nonna),102801657,62509,2026-05-13
December,100161661,9379,2026-05-13
* Get On Your Knees,100069431,12453,2026-05-13
* Dancing Through Life,97123537,39718,2026-05-13
warm,96915779,112384,2026-05-13
Break Your Heart Right Back,95763001,20065,2026-05-13
Saturn Returns Interlude,91728127,45903,2026-05-13
borderline (feat. Missy Elliott),90089084,28227,2026-05-13
* No One Mourns the Wicked,89537069,32369,2026-05-13
past life,87331491,163451,2026-05-13
Just Look Up (From Donât Look Up),85875955,8397,2026-05-13
* All My Love,84437364,12915,2026-05-13
Snow In California,80529888,2141,2026-05-13
Piano,79687409,16558,2026-05-13
Only 1,75902469,30347,2026-05-13
Bad To You (with Normani & Nicki Minaj),74018112,5786,2026-05-13
* Adore,73247676,20358,2026-05-13
worst behavior,72880235,35671,2026-05-13
blazed (feat. Pharrell Williams),72722949,14666,2026-05-13
I Don't Care,69116198,20099,2026-05-13
Into You - 3LAU Remix,68707745,11178,2026-05-13
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),65759717,23300,2026-05-13
supernatural (with Troye Sivan) - remix,65305407,29863,2026-05-13
* Rule The World,64879268,16972,2026-05-13
Hands On Me,64798740,23899,2026-05-13
You Don't Know Me,62116876,16462,2026-05-13
Youâll Never Know,60283355,19729,2026-05-13
Step On Up,56136928,32893,2026-05-13
main thing,51638790,26842,2026-05-13
True Love,50903074,3313,2026-05-13
we can't be friends (wait for your love) â string version,49899882,68363,2026-05-13
Wit It This Christmas,48826004,2105,2026-05-13
* One Short Day,48811432,14954,2026-05-13
Lovin' It,45191921,13057,2026-05-13
Intro,42620090,15468,2026-05-13
How I Look On You,41554654,11698,2026-05-13
* For Good,41353191,68202,2026-05-13
Not Just On Christmas,40996972,2210,2026-05-13
* All My Love,39736085,10375,2026-05-13
* Research,39107677,10639,2026-05-13
Jason's Song (Gave It Away),38427332,16977,2026-05-13
Better Left Unsaid,37452693,12083,2026-05-13
"yes, and? (with Mariah Carey) - Remix",36720484,9004,2026-05-13
"the boy is mine (with Brandy, Monica) - Remix",36012384,15848,2026-05-13
* Dear Old Shiz,35825044,8639,2026-05-13
* Rain On Me - Purple Disco Machine Remix - Edit,34396814,6049,2026-05-13
Love Is Everything,33428712,1326,2026-05-13
"Zero To Hero - From ""Hercules""",32667467,3315,2026-05-13
Intro,31974441,1564,2026-05-13
someone like u - interlude,31844266,13960,2026-05-13
"* E piÃ¹ ti penso - From ""Once Upon A Time In America""",31634982,3298,2026-05-13
Put Your Hearts Up,30914382,5042,2026-05-13
7 rings (feat. 2 Chainz) - Remix,29175647,4538,2026-05-13
* Bang Bang - 3LAU Remix,24652956,2425,2026-05-13
* Defying Gravity - Edit,23505862,12647,2026-05-13
* It Was Aâ¦ (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21547166,898,2026-05-13
god is a woman - live,21374044,7928,2026-05-13
Into You - Alex Ghenea Remix,20198614,5710,2026-05-13
Somewhere Over The Rainbow - Live From Manchester,19638925,3123,2026-05-13
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),19119723,6566,2026-05-13
The Girl in the Bubble,19009662,16331,2026-05-13
Got Her Own (with Victoria MonÃ©t),18794121,3448,2026-05-13
Thank Goodness / I Couldnât Be Happier,17687210,20473,2026-05-13
Side To Side - Slushii Remix,16954320,1582,2026-05-13
imperfect for you - acoustic,16307487,6953,2026-05-13
breathin - live,16216065,7279,2026-05-13
we can't be friends (wait for your love) - acoustic (live from jungle city studios),16175947,8970,2026-05-13
The Way - Live from London (feat. Mac Miller),16174273,8087,2026-05-13
"* Mama, I'm a Big Girl Now",16133766,2823,2026-05-13
bad idea - live,15301241,5570,2026-05-13
7 rings - live,15255214,5424,2026-05-13
* Wonderful,15213418,20968,2026-05-13
Honeymoon Avenue - Live from London,14477755,7666,2026-05-13
"* Santa, Canât You Hear Me - Live",14000344,1944,2026-05-13
"break up with your girlfriend, i'm bored - live",14000234,4649,2026-05-13
everytime - live,13733165,8069,2026-05-13
tattooed heart - live,12987211,5228,2026-05-13
One Last Time (Attends-Moi),12838799,7056,2026-05-13
* Every Day More Wicked,12629835,13353,2026-05-13
needy - live,12575668,5362,2026-05-13
* For Good - Live from the Gershwin Theatre,12220498,11952,2026-05-13
be alright - live,12203268,3880,2026-05-13
side to side - live,12192035,4199,2026-05-13
dangerous woman - live,12167429,6497,2026-05-13
raindrops (an angel cried) - live,12165670,3384,2026-05-13
no tears left to cry - live,11785682,4915,2026-05-13
r.e.m - live,11499222,3841,2026-05-13
goodnight n go - live,11258849,5521,2026-05-13
sweetener - live,11222112,4402,2026-05-13
Tattooed Heart - Live from London,11002480,8967,2026-05-13
* A Hand For Mrs. Claus,10894254,470,2026-05-13
* You Can't Stop the Beat,10752389,1314,2026-05-13
* You Don't Own Me (Feat. Ariana Grande),10700032,3006,2026-05-13
* Met Him Last Night - Dave AudÃ© Remix,10602580,1376,2026-05-13
